metabolite,sample_id,flux,description
amylopect900_m,s20011_0025,1e-06,"Amylopectin, 900 repeat units"
levan1000_m,s20011_0025,1e-06,"Levan, 1000 fructose units"
rhamnogalurI_m,s20011_0025,1e-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
pullulan1200_m,s20011_0025,1e-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
galmannan_m,s20011_0025,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,s20011_0025,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
4abz_m,s20011_0025,1e-06,4-Aminobenzoate
gthrd_m,s20011_0025,1e-06,Reduced glutathione
cellul_m,s20011_0025,1e-06,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587"
starch1200_m,s20011_0025,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
rhamnogalurII_m,s20011_0025,1e-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,s20011_0025,1e-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,s20011_0025,1e-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,s20011_0025,1e-06,"Dextran 40, 1,6-alpha-D-Glucan"
inulin_m,s20011_0025,1e-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
arabinoxyl_m,s20011_0025,1e-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
lmn30_m,s20011_0025,1e-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
q8_m,s20011_0025,1e-06,Ubiquinone-8
pydx_m,s20011_0025,5.660827082376585e-05,Pyridoxal
ptrc_m,s20011_0025,0.0002297653209594297,Putrescine
spmd_m,s20011_0025,0.0002365577889698045,Spermidine
thm_m,s20011_0025,0.00023655778896358726,Thiamin
pheme_m,s20011_0025,0.00022669498353491388,Protoheme
sheme_m,s20011_0025,0.00022669498352723139,Siroheme
fe2_m,s20011_0025,0.0031489054758448987,Fe2+
fe3_m,s20011_0025,5.660827082465403e-05,Fe3+
fol_m,s20011_0025,0.0007096733668763489,Folate
pnto_R_m,s20011_0025,0.0001268014776467652,(R)-Pantothenate
pydam_m,s20011_0025,0.0015461486025078468,Pyridoxamine
k_m,s20011_0025,0.0016027568732816162,potassium
cl_m,s20011_0025,0.0016027568733303894,Chloride
mn2_m,s20011_0025,0.0016027568733424588,Mn2+
ca2_m,s20011_0025,0.0016027568733424588,calcium(2+)
cobalt2_m,s20011_0025,0.0016027568733309155,Co2+
zn2_m,s20011_0025,0.001602756873329632,Zinc
cu2_m,s20011_0025,0.0016027568733309155,Cu2+
mg2_m,s20011_0025,0.0016027568733309155,magnesium
met_L_m,s20011_0025,0.018,L-methionine
pro_L_m,s20011_0025,0.018,L-proline
glu_L_m,s20011_0025,0.018,L-glutamate(1-)
val_L_m,s20011_0025,0.018,L-valine
leu_L_m,s20011_0025,0.015,L-leucine
ile_L_m,s20011_0025,0.015,L-isoleucine
trp_L_m,s20011_0025,0.008182,L-tryptophan
adn_m,s20011_0025,1e-06,Adenosine
dad_2_m,s20011_0025,0.04353576877603338,2-deoxyadenosine
nmn_m,s20011_0025,0.1,NMN
gam_m,s20011_0025,0.1,D-Glucosamine
26dap_M_m,s20011_0025,0.09177269282269407,"meso-2,6-Diaminoheptanedioate"
acnam_m,s20011_0025,0.1,N-acetylneuraminate
orn_m,s20011_0025,0.1,Ornithine
amp_m,s20011_0025,0.1,AMP
cgly_m,s20011_0025,0.1,L-cysteinylglycine
acgam_m,s20011_0025,0.1,N-acetyl-D-glucosamine
acmana_m,s20011_0025,0.1,N-acetyl-D-mannosamine
dcyt_m,s20011_0025,0.06408997440517172,Deoxycytidine
metsox_S_L_m,s20011_0025,0.1,L-Methionine Sulfoxide
cytd_m,s20011_0025,0.1,Cytidine
glyc3p_m,s20011_0025,0.06285684848646866,Glycerol 3-phosphate
tyr_L_m,s20011_0025,0.04374894711198134,L-tyrosine
ser_L_m,s20011_0005,0.002029076481506742,L-serine
csn_m,s20011_0005,1e-06,cytosine
dgsn_m,s20011_0005,0.04748064360669524,Deoxyguanosine
phe_L_m,s20011_0005,1e-06,L-phenylalanine
pi_m,s20011_0005,1e-06,hydrogenphosphate
strch1_m,s20011_0005,1e-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
gua_m,s20011_0005,1e-06,Guanine
ala_L_m,s20011_0005,1e-06,L-alanine
cys_L_m,s20011_0005,1e-06,L-cysteine
no2_m,s20011_0005,1e-06,Nitrite
ade_m,s20011_0005,1e-06,Adenine
ncam_m,s20011_0005,1e-06,Nicotinamide
asn_L_m,s20011_0005,0.0225,L-asparagine
gln_L_m,s20011_0005,0.018,L-glutamine
arg_L_m,s20011_0005,0.015,L-argininium(1+)
his_L_m,s20011_0005,0.015,L-histidine
gsn_m,s20011_0005,1e-06,Guanosine
ala_D_m,s20011_0005,1e-06,D-alanine
lys_L_m,s20011_0005,1e-06,L-lysinium(1+)
asp_L_m,s20011_0005,1e-06,L-aspartate(1-)
thr_L_m,s20011_0005,1e-06,L-threonine
gly_m,s20011_0005,1e-06,Glycine
indole_m,s20011_0005,1e-06,Indole
pydxn_m,s20011_0005,0.0003800120856982409,Pyridoxine
hxan_m,s20011_0005,1e-06,Hypoxanthine
so4_m,s20011_0005,1e-06,sulfate
ocdcea_m,s20011_0005,1e-06,octadecenoate (n-C18:1)
mqn7_m,s20011_0005,1e-06,Menaquinone 7
mqn8_m,s20011_0005,1e-06,Menaquinone 8
gthox_m,s20011_0005,1.3340770626868448e-05,Oxidized glutathione
12dgr180_m,s20011_0005,1e-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
lichn_m,s20011_0005,1e-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
amylose300_m,s20011_0005,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,s20011_0005,1e-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
pect_m,s20011_0005,1e-06,pectins
xylan_m,s20011_0005,1e-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
2dmmq8_m,s20011_0005,1e-06,2-Demethylmenaquinone 8
arabinogal_m,s20011_0005,1e-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
amylopect900_m,s20011_0005,1e-06,"Amylopectin, 900 repeat units"
levan1000_m,s20011_0005,1e-06,"Levan, 1000 fructose units"
rhamnogalurI_m,s20011_0005,1e-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
pullulan1200_m,s20011_0005,1e-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
galmannan_m,s20011_0005,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,s20011_0005,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
4abz_m,s20011_0005,1e-06,4-Aminobenzoate
gthrd_m,s20011_0005,1e-06,Reduced glutathione
cellul_m,s20011_0005,1e-06,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587"
starch1200_m,s20011_0005,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
rhamnogalurII_m,s20011_0005,1e-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,s20011_0005,1e-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,s20011_0005,1e-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,s20011_0005,1e-06,"Dextran 40, 1,6-alpha-D-Glucan"
inulin_m,s20011_0005,1e-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
arabinoxyl_m,s20011_0005,1e-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
lmn30_m,s20011_0005,1e-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
q8_m,s20011_0005,1e-06,Ubiquinone-8
pydx_m,s20011_0005,1e-06,Pyridoxal
ptrc_m,s20011_0005,0.00037497667846308856,Putrescine
spmd_m,s20011_0005,0.0004016582197259867,Spermidine
thm_m,s20011_0005,0.00040165821970994386,Thiamin
pheme_m,s20011_0005,0.00021382193802566007,Protoheme
sheme_m,s20011_0005,0.00021382193802566007,Siroheme
fe2_m,s20011_0005,0.0004333751681926401,Fe2+
fe3_m,s20011_0005,0.0028525607668683506,Fe3+
fol_m,s20011_0005,0.0012049746591524591,Folate
pnto_R_m,s20011_0005,0.0008133872538529374,(R)-Pantothenate
pydam_m,s20011_0005,0.0012629558818311791,Pyridoxamine
k_m,s20011_0005,0.001642967967529476,potassium
cl_m,s20011_0005,0.0016429679675578368,Chloride
mn2_m,s20011_0005,0.0016429679675198372,Mn2+
ca2_m,s20011_0005,0.0016429679675258153,calcium(2+)
cobalt2_m,s20011_0005,0.0016429679675245199,Co2+
zn2_m,s20011_0005,0.0016429679675294758,Zinc
cu2_m,s20011_0005,0.0016429679675294758,Cu2+
mg2_m,s20011_0005,0.0016429679675294758,magnesium
met_L_m,s20011_0005,0.018,L-methionine
pro_L_m,s20011_0005,0.018,L-proline
glu_L_m,s20011_0005,0.018,L-glutamate(1-)
val_L_m,s20011_0005,0.018,L-valine
leu_L_m,s20011_0005,0.015,L-leucine
ile_L_m,s20011_0005,1e-06,L-isoleucine
trp_L_m,s20011_0005,0.008182,L-tryptophan
adn_m,s20011_0005,1e-06,Adenosine
dad_2_m,s20011_0005,0.0359442207196885,2-deoxyadenosine
nmn_m,s20011_0005,0.1,NMN
gam_m,s20011_0005,0.1,D-Glucosamine
26dap_M_m,s20011_0005,0.09116329658857253,"meso-2,6-Diaminoheptanedioate"
acnam_m,s20011_0005,0.1,N-acetylneuraminate
orn_m,s20011_0005,0.1,Ornithine
amp_m,s20011_0005,0.1,AMP
cgly_m,s20011_0005,0.1,L-cysteinylglycine
acgam_m,s20011_0005,0.1,N-acetyl-D-glucosamine
acmana_m,s20011_0005,0.1,N-acetyl-D-mannosamine
dcyt_m,s20011_0005,0.1,Deoxycytidine
metsox_S_L_m,s20011_0005,0.1,L-Methionine Sulfoxide
cytd_m,s20011_0005,0.1,Cytidine
glyc3p_m,s20011_0005,0.06725809506016844,Glycerol 3-phosphate
tyr_L_m,s20011_0005,0.04952163053952715,L-tyrosine
ser_L_m,s20011_0023,1e-06,L-serine
csn_m,s20011_0023,1e-06,cytosine
dgsn_m,s20011_0023,0.05594999424443081,Deoxyguanosine
phe_L_m,s20011_0023,1e-06,L-phenylalanine
pi_m,s20011_0023,1e-06,hydrogenphosphate
strch1_m,s20011_0023,1e-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
gua_m,s20011_0023,1e-06,Guanine
ala_L_m,s20011_0023,0.004728364774435604,L-alanine
cys_L_m,s20011_0023,1e-06,L-cysteine
no2_m,s20011_0023,1e-06,Nitrite
ade_m,s20011_0023,1e-06,Adenine
ncam_m,s20011_0023,1e-06,Nicotinamide
asn_L_m,s20011_0023,0.0225,L-asparagine
gln_L_m,s20011_0023,0.018,L-glutamine
arg_L_m,s20011_0023,0.015,L-argininium(1+)
his_L_m,s20011_0023,0.015,L-histidine
gsn_m,s20011_0023,1e-06,Guanosine
ala_D_m,s20011_0023,1e-06,D-alanine
lys_L_m,s20011_0023,1e-06,L-lysinium(1+)
asp_L_m,s20011_0023,1e-06,L-aspartate(1-)
thr_L_m,s20011_0023,0.0225,L-threonine
gly_m,s20011_0023,1e-06,Glycine
indole_m,s20011_0023,1e-06,Indole
pydxn_m,s20011_0023,1e-06,Pyridoxine
hxan_m,s20011_0023,1e-06,Hypoxanthine
so4_m,s20011_0023,1e-06,sulfate
ocdcea_m,s20011_0023,1e-06,octadecenoate (n-C18:1)
mqn7_m,s20011_0023,4.770744618909362e-06,Menaquinone 7
mqn8_m,s20011_0023,1e-06,Menaquinone 8
gthox_m,s20011_0023,2.4268919029957203e-06,Oxidized glutathione
12dgr180_m,s20011_0023,1e-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
lichn_m,s20011_0023,1e-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
amylose300_m,s20011_0023,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,s20011_0023,1e-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
pect_m,s20011_0023,1e-06,pectins
xylan_m,s20011_0023,1e-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
2dmmq8_m,s20011_0023,1e-06,2-Demethylmenaquinone 8
arabinogal_m,s20011_0023,1e-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
amylopect900_m,s20011_0023,1e-06,"Amylopectin, 900 repeat units"
levan1000_m,s20011_0023,1e-06,"Levan, 1000 fructose units"
rhamnogalurI_m,s20011_0023,1e-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
pullulan1200_m,s20011_0023,1e-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
galmannan_m,s20011_0023,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,s20011_0023,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
4abz_m,s20011_0023,1e-06,4-Aminobenzoate
gthrd_m,s20011_0023,1e-06,Reduced glutathione
cellul_m,s20011_0023,1e-06,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587"
starch1200_m,s20011_0023,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
rhamnogalurII_m,s20011_0023,1e-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,s20011_0023,1e-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,s20011_0023,1e-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,s20011_0023,1e-06,"Dextran 40, 1,6-alpha-D-Glucan"
inulin_m,s20011_0023,1e-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
arabinoxyl_m,s20011_0023,1e-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
lmn30_m,s20011_0023,1e-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
q8_m,s20011_0023,1e-06,Ubiquinone-8
pydx_m,s20011_0023,8.728229689707784e-05,Pyridoxal
ptrc_m,s20011_0023,0.00023594587009357045,Putrescine
spmd_m,s20011_0023,0.0002407996539091073,Spermidine
thm_m,s20011_0023,0.00024079965390400455,Thiamin
pheme_m,s20011_0023,0.00023466546114114806,Protoheme
sheme_m,s20011_0023,0.0002322800888263643,Siroheme
fe2_m,s20011_0023,0.003137490097175011,Fe2+
fe3_m,s20011_0023,9.436012019925499e-05,Fe3+
fol_m,s20011_0023,0.0007223989618109083,Folate
pnto_R_m,s20011_0023,0.0001842721613600773,(R)-Pantothenate
pydam_m,s20011_0023,0.0015215649884838811,Pyridoxamine
k_m,s20011_0023,0.0016159251086828048,potassium
cl_m,s20011_0023,0.0016159251086858666,Chloride
mn2_m,s20011_0023,0.0016159251086715898,Mn2+
ca2_m,s20011_0023,0.001615925108687436,calcium(2+)
cobalt2_m,s20011_0023,0.0016159251086933664,Co2+
zn2_m,s20011_0023,0.0016159251086863703,Zinc
cu2_m,s20011_0023,0.00161592510868664,Cu2+
mg2_m,s20011_0023,0.00161592510868664,magnesium
met_L_m,s20011_0023,0.018,L-methionine
pro_L_m,s20011_0023,0.018,L-proline
glu_L_m,s20011_0023,0.018,L-glutamate(1-)
val_L_m,s20011_0023,0.018,L-valine
leu_L_m,s20011_0023,1e-06,L-leucine
ile_L_m,s20011_0023,0.003796394532142989,L-isoleucine
trp_L_m,s20011_0023,0.008182,L-tryptophan
adn_m,s20011_0023,1e-06,Adenosine
dad_2_m,s20011_0023,0.042810422593593245,2-deoxyadenosine
nmn_m,s20011_0023,0.1,NMN
gam_m,s20011_0023,0.1,D-Glucosamine
26dap_M_m,s20011_0023,0.09186890444252115,"meso-2,6-Diaminoheptanedioate"
acnam_m,s20011_0023,0.1,N-acetylneuraminate
orn_m,s20011_0023,0.1,Ornithine
amp_m,s20011_0023,0.1,AMP
cgly_m,s20011_0023,0.1,L-cysteinylglycine
acgam_m,s20011_0023,0.1,N-acetyl-D-glucosamine
acmana_m,s20011_0023,0.1,N-acetyl-D-mannosamine
dcyt_m,s20011_0023,0.1,Deoxycytidine
metsox_S_L_m,s20011_0023,0.1,L-Methionine Sulfoxide
cytd_m,s20011_0023,0.1,Cytidine
glyc3p_m,s20011_0023,0.06352867792361394,Glycerol 3-phosphate
tyr_L_m,s20011_0023,0.052552561059646265,L-tyrosine
ser_L_m,s20011_0014,1e-06,L-serine
csn_m,s20011_0014,1e-06,cytosine
dgsn_m,s20011_0014,0.0499771949216008,Deoxyguanosine
phe_L_m,s20011_0014,1e-06,L-phenylalanine
pi_m,s20011_0014,1e-06,hydrogenphosphate
strch1_m,s20011_0014,1e-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
gua_m,s20011_0014,1e-06,Guanine
ala_L_m,s20011_0014,1e-06,L-alanine
cys_L_m,s20011_0014,1e-06,L-cysteine
no2_m,s20011_0014,1e-06,Nitrite
ade_m,s20011_0014,1e-06,Adenine
ncam_m,s20011_0014,1e-06,Nicotinamide
asn_L_m,s20011_0014,0.0225,L-asparagine
gln_L_m,s20011_0014,0.018,L-glutamine
arg_L_m,s20011_0014,0.015,L-argininium(1+)
his_L_m,s20011_0014,0.015,L-histidine
gsn_m,s20011_0014,1e-06,Guanosine
ala_D_m,s20011_0014,1e-06,D-alanine
lys_L_m,s20011_0014,0.015,L-lysinium(1+)
asp_L_m,s20011_0014,1e-06,L-aspartate(1-)
thr_L_m,s20011_0014,1e-06,L-threonine
gly_m,s20011_0014,1e-06,Glycine
indole_m,s20011_0014,1e-06,Indole
pydxn_m,s20011_0014,6.623940854844079e-05,Pyridoxine
hxan_m,s20011_0014,1e-06,Hypoxanthine
so4_m,s20011_0014,1e-06,sulfate
ocdcea_m,s20011_0014,0.0005469785672574756,octadecenoate (n-C18:1)
mqn7_m,s20011_0014,2.2277332127451643e-05,Menaquinone 7
mqn8_m,s20011_0014,1e-06,Menaquinone 8
gthox_m,s20011_0014,3.570603630365099e-05,Oxidized glutathione
12dgr180_m,s20011_0014,1.0135166196079126e-05,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
lichn_m,s20011_0014,1e-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
amylose300_m,s20011_0014,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,s20011_0014,1e-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
pect_m,s20011_0014,1e-06,pectins
xylan_m,s20011_0014,1e-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
2dmmq8_m,s20011_0014,1e-06,2-Demethylmenaquinone 8
arabinogal_m,s20011_0014,1e-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
amylopect900_m,s20011_0014,1e-06,"Amylopectin, 900 repeat units"
levan1000_m,s20011_0014,1e-06,"Levan, 1000 fructose units"
rhamnogalurI_m,s20011_0014,1e-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
pullulan1200_m,s20011_0014,1e-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
galmannan_m,s20011_0014,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,s20011_0014,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
4abz_m,s20011_0014,1e-06,4-Aminobenzoate
gthrd_m,s20011_0014,1.9917211170117355e-05,Reduced glutathione
cellul_m,s20011_0014,1e-06,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587"
starch1200_m,s20011_0014,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
rhamnogalurII_m,s20011_0014,1e-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,s20011_0014,1e-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,s20011_0014,1e-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,s20011_0014,1e-06,"Dextran 40, 1,6-alpha-D-Glucan"
inulin_m,s20011_0014,1e-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
arabinoxyl_m,s20011_0014,1e-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
lmn30_m,s20011_0014,1e-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
q8_m,s20011_0014,1e-06,Ubiquinone-8
pydx_m,s20011_0014,1e-06,Pyridoxal
ptrc_m,s20011_0014,0.0002160615335405673,Putrescine
spmd_m,s20011_0014,0.000307390817334658,Spermidine
thm_m,s20011_0014,0.00030739081733787663,Thiamin
pheme_m,s20011_0014,0.0003073908173262953,Protoheme
sheme_m,s20011_0014,0.00029625215126927174,Siroheme
fe2_m,s20011_0014,0.0027814233267154493,Fe2+
fe3_m,s20011_0014,0.0002642730235393742,Fe3+
fol_m,s20011_0014,0.0008887564538285212,Folate
pnto_R_m,s20011_0014,0.00018505472740137918,(R)-Pantothenate
pydam_m,s20011_0014,0.0014190485053571684,Pyridoxamine
k_m,s20011_0014,0.0015172788420887108,potassium
cl_m,s20011_0014,0.0015172788420685615,Chloride
mn2_m,s20011_0014,0.001517278842094031,Mn2+
ca2_m,s20011_0014,0.0015172788420862108,calcium(2+)
cobalt2_m,s20011_0014,0.0015172788420950377,Co2+
zn2_m,s20011_0014,0.0015172788420902,Zinc
cu2_m,s20011_0014,0.0015172788420902,Cu2+
mg2_m,s20011_0014,0.0015172788420902,magnesium
met_L_m,s20011_0014,0.018,L-methionine
pro_L_m,s20011_0014,0.018,L-proline
glu_L_m,s20011_0014,1e-06,L-glutamate(1-)
val_L_m,s20011_0014,1e-06,L-valine
leu_L_m,s20011_0014,0.015,L-leucine
ile_L_m,s20011_0014,0.009790145592010465,L-isoleucine
trp_L_m,s20011_0014,0.008182,L-tryptophan
adn_m,s20011_0014,1e-06,Adenosine
dad_2_m,s20011_0014,0.1,2-deoxyadenosine
nmn_m,s20011_0014,0.1,NMN
gam_m,s20011_0014,0.1,D-Glucosamine
26dap_M_m,s20011_0014,0.1,"meso-2,6-Diaminoheptanedioate"
acnam_m,s20011_0014,0.1,N-acetylneuraminate
orn_m,s20011_0014,0.1,Ornithine
amp_m,s20011_0014,0.1,AMP
cgly_m,s20011_0014,0.1,L-cysteinylglycine
acgam_m,s20011_0014,0.1,N-acetyl-D-glucosamine
acmana_m,s20011_0014,0.1,N-acetyl-D-mannosamine
dcyt_m,s20011_0014,0.1,Deoxycytidine
metsox_S_L_m,s20011_0014,0.1,L-Methionine Sulfoxide
cytd_m,s20011_0014,0.028118765559912474,Cytidine
glyc3p_m,s20011_0014,0.05675320313930765,Glycerol 3-phosphate
tyr_L_m,s20011_0014,0.046692693452666086,L-tyrosine
ser_L_m,s20011_0035,1e-06,L-serine
csn_m,s20011_0035,1e-06,cytosine
dgsn_m,s20011_0035,1e-06,Deoxyguanosine
phe_L_m,s20011_0035,1e-06,L-phenylalanine
pi_m,s20011_0035,1e-06,hydrogenphosphate
strch1_m,s20011_0035,1e-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
gua_m,s20011_0035,1e-06,Guanine
ala_L_m,s20011_0035,1e-06,L-alanine
cys_L_m,s20011_0035,1e-06,L-cysteine
no2_m,s20011_0035,1e-06,Nitrite
ade_m,s20011_0035,1e-06,Adenine
ncam_m,s20011_0035,1e-06,Nicotinamide
asn_L_m,s20011_0035,0.0225,L-asparagine
gln_L_m,s20011_0035,0.018,L-glutamine
arg_L_m,s20011_0035,0.015,L-argininium(1+)
his_L_m,s20011_0035,0.015,L-histidine
gsn_m,s20011_0035,1e-06,Guanosine
ala_D_m,s20011_0035,1e-06,D-alanine
lys_L_m,s20011_0035,1e-06,L-lysinium(1+)
asp_L_m,s20011_0035,1e-06,L-aspartate(1-)
thr_L_m,s20011_0035,1e-06,L-threonine
gly_m,s20011_0035,1e-06,Glycine
indole_m,s20011_0035,1e-06,Indole
pydxn_m,s20011_0035,1e-06,Pyridoxine
hxan_m,s20011_0035,1e-06,Hypoxanthine
so4_m,s20011_0035,1e-06,sulfate
ocdcea_m,s20011_0035,1e-06,octadecenoate (n-C18:1)
mqn7_m,s20011_0035,1e-06,Menaquinone 7
mqn8_m,s20011_0035,1e-06,Menaquinone 8
gthox_m,s20011_0035,9.508718846795716e-05,Oxidized glutathione
12dgr180_m,s20011_0035,1e-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
lichn_m,s20011_0035,1e-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
